loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
L-100383,B-44754,Auto,2021-05-02,2050-11-26,403278.49,241829.11,0.145,360,VA,Medical Expenses,A,18 years,100k-150k,Late (31-120 days),48,Delta Financial,2022-08-12,2024-04-12,Available,LendingWeb
L-100384,B-76144,Personal,2022-11-09,2032-09-17,104038.11,43887.52,0.105,120,NJ,Other,G,17 years,50k-100k,Current,0,Beta Loan Servicers,2024-07-21,2024-08-07,Expired,LendingWeb
L-100385,B-93614,Student,2018-09-03,2023-08-08,185315.96,40435.01,0.0481,60,UT,Credit Card Refinancing,G,13 years,>150k,Late (31-120 days),47,Beta Loan Servicers,2021-02-15,2024-07-09,Pending,OriginatePro
L-100386,B-43612,Mortgage,2022-07-21,2027-06-25,61211.5,15519.12,0.0595,60,MD,Major Purchase,D,17 years,>150k,Default,196,Alpha Servicing,2023-03-14,2024-03-09,Missing,Legacy
L-100387,B-43868,Personal,2019-12-22,2022-12-06,482074.51,235577.07,0.0324,36,CO,Credit Card Refinancing,E,9 years,<50k,Default,124,Alpha Servicing,2021-03-02,2024-03-08,,Legacy
L-100388,B-78414,Personal,2023-07-27,2026-07-11,122848.04,24301.98,0.1268,36,MI,Medical Expenses,F,12 years,50k-100k,Default,86,Beta Loan Servicers,2023-12-13,2024-03-07,Pending,Manual
L-100389,B-63526,Personal,2018-08-18,2048-03-13,269067.64,177502.36,0.0436,360,OH,Major Purchase,D,7 years,100k-150k,Closed,0,Beta Loan Servicers,2019-09-23,2024-08-23,Pending,LendingWeb
L-100390,B-12762,Auto,2018-08-12,2023-07-17,130226.53,53100.15,0.1067,60,VT,Credit Card Refinancing,G,3 years,50k-100k,Closed,0,Delta Financial,2019-10-13,2024-01-13,Pending,LendingWeb
L-100391,B-21829,Mortgage,2021-05-03,2026-04-07,430411.28,98212.01,0.0827,60,MA,Other,D,1 years,100k-150k,Closed,0,Alpha Servicing,2023-09-22,2024-08-16,Expired,LendingWeb
L-100392,B-65360,Auto,2019-10-19,2029-08-27,255635.58,97521.16,0.1023,120,OK,Other,C,14 years,<50k,Closed,0,Alpha Servicing,2021-09-04,2024-03-21,Expired,OriginatePro
L-100393,B-10403,Student,2020-03-30,2030-02-06,160292.29,26574.16,0.0489,120,ND,Other,G,20 years,50k-100k,Closed,0,Delta Financial,2022-07-19,2024-06-15,Expired,OriginatePro
L-100394,B-44167,Mortgage,2021-09-03,2031-07-13,103338.54,44600.62,0.0518,120,MO,Medical Expenses,B,0 years,<50k,Charged Off,196,Beta Loan Servicers,2024-04-18,2024-02-15,Missing,LendingWeb
L-100395,B-32119,Auto,2022-07-01,2052-01-25,302194.4,66301.74,0.145,360,HI,Medical Expenses,A,0 years,>150k,Closed,0,Delta Financial,2024-11-24,2024-08-04,Missing,OriginatePro
L-100396,B-34975,Personal,Not A Date,2050-10-19,194126.39,86395.34,0.0548,360,IN,Credit Card Refinancing,F,6 years,>150k,Late (16-30 days),22,Beta Loan Servicers,2021-05-23,2024-05-09,Missing,Manual
L-100397,B-42547,Personal,2023-02-20,2026-02-04,10108.52,2088.06,0.0688,36,VT,Major Purchase,F,6 years,>150k,Fully Paid,0,Delta Financial,2025-04-13,2024-05-03,Available,Legacy
L-100398,B-16830,Personal,2020-08-19,2050-03-15,454572.14,407929.2,0.1427,360,RI,Other,F,1 years,<50k,Late (31-120 days),160,Delta Financial,2021-07-24,2024-07-22,Pending,OriginatePro
L-100399,B-83342,Auto,2020-01-05,2029-11-13,89083.92,44031.68,0.0707,120,NJ,Home Improvement,A,10 years,>150k,Late (16-30 days),20,Alpha Servicing,2020-12-20,2024-01-05,Expired,LendingWeb
L-100400,B-57263,Student,2021-03-04,2031-01-11,308401.13,218733.85,0.0617,120,MA,Major Purchase,B,10 years,>150k,Closed,0,Beta Loan Servicers,2022-10-24,2024-08-02,Missing,OriginatePro
L-100401,B-17152,Mortgage,2020-01-21,2023-01-05,237772.53,54888.35,0.0861,36,DE,Major Purchase,A,14 years,100k-150k,Fully Paid,0,Delta Financial,2021-06-02,2024-08-04,Missing,Legacy
,B-55823,Auto,2020-04-14,2030-02-21,94424.21,22155.32,0.091,120,LA,Medical Expenses,F,18 years,50k-100k,Charged Off,32,Beta Loan Servicers,2021-07-14,2024-02-08,Expired,Legacy
L-100403,B-53077,Auto,2021-03-10,2024-02-23,200114.05,5000.0,0.1441,36,MA,Home Improvement,A,2 years,>150k,Closed,0,Delta Financial,2022-07-17,2024-05-20,Available,LendingWeb
L-100404,B-15747,Student,2021-08-23,2026-07-28,109626.6,15232.16,0.1072,60,MA,Debt Consolidation,F,2 years,>150k,Current,0,Delta Financial,2022-06-10,2024-03-08,Expired,Legacy
L-100405,B-12688,Mortgage,2019-10-30,2049-05-25,390848.81,128178.36,0.1203,360,TN,Home Improvement,A,9 years,>150k,Closed,0,Delta Financial,2021-12-21,2024-05-22,Missing,LendingWeb
L-100406,B-97231,Auto,2022-02-14,2027-01-19,247363.4,199951.36,0.0872,60,OR,Medical Expenses,D,2 years,>150k,Closed,0,Gamma Collections,2023-12-04,2024-03-14,Expired,Legacy
L-100407,B-15300,Personal,2023-03-14,2028-02-16,325567.26,218425.81,0.1417,60,ND,Other,F,16 years,<50k,Late (31-120 days),150,Delta Financial,2023-07-03,2024-08-10,Missing,OriginatePro
L-100408,B-99694,Personal,2020-10-15,2050-05-11,151263.41,20901.97,0.0392,360,AZ,Medical Expenses,A,16 years,>150k,Default,55,Delta Financial,2022-09-21,2024-05-12,Pending,Legacy
L-100409,B-75987,Auto,2019-04-12,2048-11-05,93878.34,23072.15,0.0772,360,CO,Major Purchase,F,9 years,100k-150k,Charged Off,147,Delta Financial,2021-02-08,2024-05-11,Missing,OriginatePro
L-100410,B-34259,Auto,2020-11-28,2023-11-13,219730.47,25122.26,0.0774,36,AL,Home Improvement,F,15 years,>150k,Fully Paid,0,Delta Financial,2023-06-05,2024-08-10,Pending,Manual
L-100411,B-49669,Auto,2019-05-28,2024-05-01,11868.58,2249.45,0.38390587088068207,60,IL,Debt Consolidation,B,15 years,50k-100k,Fully Paid,0,Beta Loan Servicers,2020-09-15,2024-04-03,Pending,Manual
L-100412,B-29420,Student,Not A Date,2025-09-09,62647.12,51491.69,0.1187,36,NH,Major Purchase,D,0 years,>150k,Charged Off,93,Beta Loan Servicers,2023-08-22,2024-07-02,Pending,Legacy
L-100413,B-23456,Student,2022-08-30,2052-03-25,369853.77,213284.18,0.0965,360,ME,Debt Consolidation,D,12 years,>150k,Charged Off,182,Delta Financial,2023-05-24,2024-01-17,Available,Manual
L-100414,B-85550,Personal,2018-09-18,2028-07-27,446974.21,193857.17,0.0868,120,NY,Medical Expenses,F,11 years,>150k,Fully Paid,0,Delta Financial,2018-11-08,2024-03-10,Missing,Manual
L-100415,B-55068,Student,2020-08-08,2025-07-13,295891.06,191731.27,0.1406,60,VA,Other,D,4 years,100k-150k,Fully Paid,0,Delta Financial,2021-11-07,2024-06-26,Expired,OriginatePro
L-100416,B-91506,Mortgage,2021-03-02,2024-02-15,335192.94,68137.1,0.0539,36,RI,Major Purchase,A,13 years,>150k,Late (31-120 days),91,Beta Loan Servicers,2022-10-23,2024-01-01,Pending,LendingWeb
L-100417,B-56798,Mortgage,2019-12-17,2022-12-01,404373.69,149694.21,0.0437,36,IA,Debt Consolidation,E,7 years,>150k,Late (31-120 days),118,Gamma Collections,2022-03-13,2024-01-25,Pending,OriginatePro
L-100418,B-77552,Auto,2018-07-26,2048-02-19,400498.51,348480.84,0.1207,360,CT,Medical Expenses,E,3 years,<50k,Charged Off,57,Beta Loan Servicers,2020-05-31,2024-02-28,Missing,LendingWeb
L-100419,B-30582,Personal,2022-12-14,2052-07-09,367613.19,65962.82,0.1077,360,MI,Home Improvement,A,6 years,>150k,Default,32,Beta Loan Servicers,2025-05-16,2024-08-11,Pending,OriginatePro
L-100420,B-21171,Personal,2022-03-06,2051-09-30,183518.49,115982.99,0.0482,360,WI,Medical Expenses,D,7 years,50k-100k,Closed,0,Delta Financial,2023-06-02,2024-07-15,Pending,Legacy
L-100421,B-68009,Mortgage,2018-02-10,2021-01-25,46965.22,16524.41,0.1478,36,HI,Major Purchase,A,12 years,<50k,Fully Paid,0,Beta Loan Servicers,2020-09-21,2024-01-21,Pending,Manual
L-100422,B-62691,Personal,2021-07-08,2031-05-17,8911.61,2885.8,0.0933,120,GA,Other,D,14 years,50k-100k,Charged Off,190,Delta Financial,2023-07-22,2024-06-26,Expired,OriginatePro
L-100423,B-49522,Auto,2018-06-01,2028-04-09,198046.8,133702.27,0.1356,120,ND,Medical Expenses,C,6 years,<50k,Charged Off,172,Gamma Collections,2019-12-16,2024-06-25,Missing,Legacy
L-100424,B-13655,Personal,2020-09-15,2030-07-25,364622.08,324354.59,0.0433,120,AR,Credit Card Refinancing,C,20 years,100k-150k,Current,0,Alpha Servicing,2022-11-28,2024-02-15,Pending,Legacy
L-100425,B-69394,Personal,2020-08-25,2025-07-30,178416.88,58454.44,0.1242,60,VA,Medical Expenses,F,4 years,>150k,Charged Off,94,Alpha Servicing,2021-08-25,2024-04-27,Pending,Manual
L-100426,B-22843,Mortgage,2022-10-10,2052-05-05,45563.85,6823.41,-0.011444001691851169,360,NM,Home Improvement,D,2 years,100k-150k,Fully Paid,0,Delta Financial,2024-07-03,2024-07-28,Pending,Manual
L-100427,B-93422,Student,2022-12-08,2052-07-03,367199.9,159195.07,0.0495,360,NC,Home Improvement,D,14 years,50k-100k,Fully Paid,0,Alpha Servicing,2024-12-18,2024-04-15,Expired,Legacy
L-100428,B-30557,Personal,2019-05-02,2048-11-25,59616.4,23588.35,0.0648,360,ND,Home Improvement,A,11 years,100k-150k,Late (31-120 days),108,Gamma Collections,2020-10-10,2024-01-26,Missing,OriginatePro
L-100429,B-87283,Student,2018-07-19,2028-05-27,445083.32,121269.7,0.1283,120,NY,Debt Consolidation,A,17 years,100k-150k,Current,0,Alpha Servicing,2019-10-19,2024-08-19,Pending,Manual
L-100430,B-54279,Student,2023-05-01,2028-04-04,382165.86,192539.4,0.0853,60,NH,Other,D,4 years,100k-150k,Current,0,Delta Financial,2024-06-30,2024-04-13,Pending,Legacy
L-100431,B-97876,Student,2021-02-10,2024-01-26,433647.02,288707.83,0.0986,36,WY,Other,C,17 years,<50k,Fully Paid,0,Alpha Servicing,2021-09-25,2024-01-19,Missing,Manual
L-100432,B-75881,Auto,2019-05-08,2024-04-11,481376.5,154026.05,0.0547,60,VA,Medical Expenses,D,2 years,100k-150k,Default,181,Alpha Servicing,2020-10-22,2024-01-11,Expired,OriginatePro
L-100433,B-64386,Auto,2023-12-03,2033-10-11,194095.44,33543.59,0.1476,120,OH,Home Improvement,C,4 years,50k-100k,Late (31-120 days),53,Beta Loan Servicers,2024-11-11,2024-07-22,Missing,Legacy
L-100434,B-90540,Personal,2020-01-14,2022-12-29,358083.81,121182.53,0.0418,36,GA,Major Purchase,C,8 years,>150k,Closed,0,Alpha Servicing,2020-04-06,2024-04-08,Missing,Manual
L-100435,B-76666,Student,2019-04-17,2029-02-23,35012.83,36012.83,0.0788,120,NM,Debt Consolidation,D,20 years,50k-100k,Current,103,Gamma Collections,2020-12-04,2024-02-08,Missing,LendingWeb
L-100436,B-84481,Student,2023-01-01,2025-12-16,423907.54,212100.4,0.1239,36,GA,Credit Card Refinancing,E,5 years,50k-100k,Charged Off,139,Delta Financial,2023-03-14,2024-01-27,Expired,LendingWeb
L-100437,B-95597,Mortgage,2018-01-03,2020-12-18,467085.87,226886.5,0.1017,36,UT,Major Purchase,C,20 years,50k-100k,Charged Off,161,Gamma Collections,2018-03-20,2024-03-24,Available,LendingWeb
L-100438,B-21759,Student,2019-05-19,2024-04-22,363911.52,327177.2,0.1354,60,IN,Medical Expenses,E,10 years,100k-150k,Fully Paid,0,Gamma Collections,2021-07-27,2024-08-09,Missing,LendingWeb
L-100439,B-54778,Mortgage,2023-02-27,2033-01-05,12857.93,8402.35,0.1076,120,AL,Medical Expenses,D,0 years,<50k,Fully Paid,0,Beta Loan Servicers,2024-05-25,2024-08-25,Expired,Legacy
L-100440,B-95078,Auto,2018-05-07,2047-12-01,337761.73,129158.66,0.1275,360,RI,Credit Card Refinancing,D,5 years,<50k,Current,0,Delta Financial,2019-06-20,2024-04-15,Available,OriginatePro
L-100441,B-12592,Personal,2022-01-05,2026-12-10,49533.43,29262.08,0.0664,60,VA,Home Improvement,B,15 years,100k-150k,Current,0,Gamma Collections,2023-06-23,2024-04-01,Missing,Manual
L-100442,B-24541,Personal,2023-08-12,2053-03-07,89386.16,22794.92,0.1187,360,UT,Other,E,18 years,50k-100k,Current,0,Beta Loan Servicers,2025-10-13,2024-02-05,Pending,OriginatePro
L-100443,B-78561,Personal,2020-02-25,2023-02-09,496015.92,497015.92,0.094,36,KY,Other,E,14 years,<50k,Default,195,Alpha Servicing,2022-08-17,2024-06-14,Expired,LendingWeb
L-100444,B-25953,Student,2023-07-23,2033-05-31,261042.17,35181.11,0.1165,120,AR,Credit Card Refinancing,D,17 years,>150k,Late (31-120 days),32,Delta Financial,2024-03-08,2024-06-03,Available,OriginatePro
L-100445,B-65550,Auto,2020-10-20,2025-09-24,86418.38,30129.31,0.1051,60,CT,Debt Consolidation,D,13 years,<50k,Charged Off,191,Gamma Collections,2023-03-29,2024-05-08,Available,Manual
L-100446,B-41242,Personal,2018-08-11,2028-06-19,262239.15,75890.68,0.0387,120,RI,Medical Expenses,D,3 years,>150k,Charged Off,62,Alpha Servicing,2018-11-11,2024-01-13,Pending,Legacy
L-100447,B-26716,Auto,2022-12-16,2025-11-30,154228.18,92683.14,0.0379,36,UT,Debt Consolidation,E,1 years,100k-150k,Closed,0,Delta Financial,2024-03-01,2024-02-20,Expired,OriginatePro
L-100448,B-88587,Auto,2023-02-01,2052-08-27,234783.5,103888.08,0.1044,360,CT,Credit Card Refinancing,F,0 years,>150k,Charged Off,115,Beta Loan Servicers,2023-06-21,2024-02-01,Available,OriginatePro
L-100449,B-85132,Mortgage,2023-09-16,2033-07-25,180918.65,87767.15,0.1045,120,ID,Home Improvement,B,1 years,<50k,Late (16-30 days),20,Delta Financial,2025-03-24,2024-06-10,Missing,OriginatePro
L-100450,B-71541,Personal,2021-11-05,2031-09-14,187570.85,19969.82,0.1004,120,UT,Home Improvement,A,7 years,<50k,Default,119,Beta Loan Servicers,2022-06-28,2024-04-26,Available,LendingWeb
L-100451,B-34819,Student,2023-03-30,2033-02-05,426744.3,235937.33,0.0703,120,MD,Major Purchase,C,5 years,<50k,Default,41,Delta Financial,2023-12-09,2024-01-21,Missing,OriginatePro
L-101910,B-71149,Mortgage,2020-09-06,2050-04-02,368620.16,317776.6,0.0698,360,WV,Major Purchase,B,12 years,50k-100k,Closed,0,Alpha Servicing,2021-10-12,2024-01-03,Pending,Legacy
L-100453,B-82704,Auto,2019-08-07,2029-06-15,223002.02,134931.31,0.1395,120,MS,Debt Consolidation,A,6 years,50k-100k,Late (31-120 days),75,Beta Loan Servicers,2022-02-28,2024-05-24,Missing,LendingWeb
L-100454,B-82680,Mortgage,2020-01-02,2024-12-06,15638.55,12109.01,0.1393,60,AK,Other,B,12 years,<50k,Late (31-120 days),84,Gamma Collections,2021-05-13,2024-04-12,Pending,OriginatePro
L-100455,B-79065,Student,2018-09-25,2021-09-09,76493.96,64203.25,0.1254,36,IL,Medical Expenses,D,11 years,100k-150k,Charged Off,140,Beta Loan Servicers,2021-05-25,2024-01-25,Missing,LendingWeb
L-100456,B-29472,Personal,2020-10-09,2023-09-24,316582.27,102591.22,0.0452,36,NC,Medical Expenses,D,6 years,<50k,Closed,0,Delta Financial,2023-01-26,2024-02-06,Expired,LendingWeb
L-100457,B-75350,Student,2020-01-04,2029-11-12,357681.0,186130.23,0.088,120,NY,Major Purchase,C,18 years,>150k,Fully Paid,0,Alpha Servicing,2020-09-02,2024-04-07,Expired,OriginatePro
L-100458,B-61891,Mortgage,2021-06-07,2051-01-01,444910.92,247858.23,0.1423,360,MS,Credit Card Refinancing,E,2 years,50k-100k,Closed,0,Alpha Servicing,2022-05-05,2024-08-17,Pending,OriginatePro
L-100459,B-86541,Auto,2023-03-21,2033-01-27,215920.66,102355.2,0.0791,120,NY,Credit Card Refinancing,C,12 years,<50k,Late (16-30 days),23,Beta Loan Servicers,2024-01-16,2024-02-12,Available,LendingWeb
L-100460,B-75767,Auto,2021-02-06,2026-01-11,53712.51,8437.1,0.0346,60,IL,Credit Card Refinancing,B,10 years,100k-150k,Late (31-120 days),101,Beta Loan Servicers,2023-02-28,2024-03-28,Pending,Legacy
L-100461,B-49252,Personal,2021-11-20,2051-06-16,473178.43,358427.48,0.1209,360,AL,Major Purchase,F,16 years,50k-100k,Closed,0,Delta Financial,2022-08-10,2024-04-24,Missing,Manual
L-100462,B-40634,Student,2023-03-05,2033-01-11,396997.87,139131.82,0.0525,120,WY,Other,D,6 years,>150k,Default,173,Alpha Servicing,2024-04-21,2024-03-19,Missing,LendingWeb
L-100463,B-11268,Student,2021-12-23,2031-11-01,116617.87,51378.97,0.1203,120,WI,Other,E,9 years,100k-150k,Charged Off,36,Alpha Servicing,2024-08-23,2024-03-05,Pending,Manual
L-100464,B-59980,Mortgage,2022-05-20,2025-05-04,269572.84,67574.08,0.043,36,OR,Major Purchase,F,9 years,<50k,Late (16-30 days),17,Beta Loan Servicers,2022-07-21,2024-08-01,Missing,OriginatePro
L-100465,B-19108,Student,2021-03-08,2026-02-10,120354.52,75541.23,0.0384,60,AR,Credit Card Refinancing,E,0 years,50k-100k,Late (31-120 days),136,Delta Financial,2021-09-14,2024-02-05,Expired,Manual
L-100466,B-19012,Student,2020-04-25,2025-03-30,435872.29,151598.88,0.1281,60,TX,Major Purchase,B,19 years,100k-150k,Charged Off,82,Delta Financial,2021-03-03,2024-04-01,Missing,Manual
L-100467,B-18384,Student,2020-10-08,2030-08-17,455599.76,366024.98,0.0852,120,OR,Debt Consolidation,F,2 years,100k-150k,Fully Paid,0,Delta Financial,2021-10-28,2024-05-13,Missing,Manual
L-100468,B-42654,Mortgage,2022-11-05,2052-05-31,195409.17,122573.14,0.1138,360,CT,Major Purchase,F,1 years,50k-100k,Closed,0,Beta Loan Servicers,2023-09-11,2024-05-22,Available,OriginatePro
L-100469,B-74682,Student,2019-05-12,2029-03-20,42884.15,7898.39,0.122,120,MA,Major Purchase,D,5 years,100k-150k,Late (16-30 days),24,Alpha Servicing,2020-09-26,2024-01-03,Expired,Manual
L-100470,B-55043,Student,2020-03-07,2049-10-01,23698.46,7121.02,0.1151,360,FL,Credit Card Refinancing,F,14 years,>150k,Default,48,Alpha Servicing,2021-10-19,2024-04-23,Expired,OriginatePro
L-100471,B-71707,Personal,2019-10-23,2024-09-26,420055.45,245980.63,0.0513,60,DE,Medical Expenses,F,12 years,50k-100k,Current,0,Alpha Servicing,2021-10-15,2024-05-05,Expired,LendingWeb
L-100472,B-33322,Mortgage,2018-05-22,2023-04-26,223818.78,30932.83,0.1062,60,ND,Other,F,3 years,>150k,Fully Paid,0,Gamma Collections,2019-09-18,2024-01-20,Available,Legacy
L-100473,B-59465,Mortgage,2020-10-19,2030-08-28,454834.41,118251.74,0.0319,120,AK,Debt Consolidation,C,6 years,<50k,Late (16-30 days),30,Alpha Servicing,2023-02-12,2024-03-24,Missing,Legacy
L-100474,B-64484,Auto,2021-09-01,2031-07-11,283216.79,71268.11,0.0549,120,OH,Major Purchase,D,3 years,50k-100k,Late (16-30 days),17,Gamma Collections,2022-08-28,2024-03-01,Expired,LendingWeb
L-100475,B-11570,Student,2020-05-21,2049-12-15,113947.62,71373.3,0.0634,360,SC,Credit Card Refinancing,A,2 years,50k-100k,Default,108,Delta Financial,2020-10-02,2024-03-09,Available,LendingWeb
L-100476,B-92689,Student,2019-06-29,2029-05-07,91788.87,65112.55,0.1125,120,TX,Major Purchase,A,10 years,<50k,Charged Off,180,Delta Financial,2020-08-23,2024-04-17,Available,OriginatePro
L-100477,B-12780,Auto,2021-06-19,2026-05-24,370267.08,261333.24,0.1044,60,AR,Home Improvement,C,15 years,100k-150k,Late (16-30 days),18,Delta Financial,2022-02-13,2024-01-08,Expired,LendingWeb
L-100478,B-27598,Personal,2021-07-24,2024-07-08,262832.07,231832.08,0.1078,36,ME,Debt Consolidation,B,10 years,100k-150k,Late (16-30 days),19,Alpha Servicing,2024-03-08,2024-04-26,Missing,Manual
L-100479,B-78350,Personal,2020-01-22,2049-08-17,316742.34,48047.76,0.089,360,IL,Debt Consolidation,F,4 years,50k-100k,Current,94,Beta Loan Servicers,2021-10-19,2024-04-08,Available,Manual
L-100480,B-71220,Personal,2019-11-04,2024-10-08,126237.85,30442.06,0.0599,60,ME,Medical Expenses,D,20 years,50k-100k,Late (31-120 days),154,Alpha Servicing,2020-12-06,2024-07-13,Missing,Manual
L-100481,B-67852,Student,2023-09-01,2053-03-27,381360.61,288187.75,0.1252,360,AK,Major Purchase,D,2 years,100k-150k,Charged Off,168,Beta Loan Servicers,2025-04-19,2024-03-09,Expired,Manual
L-100482,B-50088,Student,2021-03-06,2050-09-30,283260.34,137289.34,0.07,360,VA,Major Purchase,B,4 years,50k-100k,Current,0,Alpha Servicing,2023-09-04,2024-06-16,Expired,Manual
L-100483,B-61727,Personal,2022-04-23,2051-11-17,157366.36,-500.0,0.0385,360,AZ,Debt Consolidation,D,18 years,50k-100k,Late (16-30 days),28,Delta Financial,2023-02-08,2024-06-17,Expired,LendingWeb
L-100484,B-17563,Student,2022-10-03,2027-09-07,124964.67,15946.25,0.1276,60,SD,Other,F,0 years,50k-100k,Late (31-120 days),185,Delta Financial,2025-06-25,2024-03-09,Missing,OriginatePro
L-100485,B-11617,Auto,2019-01-14,2048-08-09,201845.13,114835.42,0.1381,360,ND,Home Improvement,D,5 years,>150k,Late (31-120 days),108,Delta Financial,2020-10-05,2024-05-24,Expired,Legacy
L-100486,B-24322,Personal,2019-08-08,2029-06-16,375621.39,317029.52,0.0778,120,MD,Debt Consolidation,B,15 years,<50k,Current,0,Alpha Servicing,2021-11-07,2024-07-17,Expired,LendingWeb
L-100487,B-66485,Mortgage,2019-12-24,2029-11-01,97268.02,20179.77,0.0884,120,NC,Debt Consolidation,D,18 years,50k-100k,Late (16-30 days),19,Alpha Servicing,2022-02-28,2024-03-26,Missing,LendingWeb
L-100488,B-63581,Student,2019-03-24,2024-02-26,44505.85,5000.0,0.045,60,CA,Credit Card Refinancing,A,18 years,50k-100k,Closed,155,Alpha Servicing,2019-05-02,2024-01-09,Available,Legacy
L-100489,B-22693,Mortgage,2023-11-10,2026-10-25,190954.57,98543.88,0.1454,36,LA,Major Purchase,D,10 years,>150k,Late (31-120 days),125,Gamma Collections,2024-10-27,2024-04-12,Expired,Manual
L-100490,B-90059,Auto,2021-12-29,2031-11-07,404103.75,41407.59,0.1345,120,XX,Other,G,4 years,<50k,Charged Off,62,Gamma Collections,2024-01-14,2024-04-12,Expired,Manual
L-100491,B-77490,Student,2020-02-09,2023-01-24,493159.8,427094.99,0.1275,36,AK,Other,C,1 years,100k-150k,Fully Paid,0,Delta Financial,2020-11-04,2024-08-13,Available,LendingWeb
L-100492,B-66087,Student,2019-02-16,2048-09-11,150462.17,38527.58,0.0472,360,ND,Medical Expenses,G,16 years,<50k,Late (16-30 days),23,Alpha Servicing,2020-01-20,2024-08-06,Expired,Legacy
L-100493,B-73198,Mortgage,2020-09-23,2025-08-28,89364.34,76439.39,0.114,60,CT,Major Purchase,F,0 years,50k-100k,Late (31-120 days),129,Gamma Collections,2021-06-05,2024-05-22,Expired,Legacy
L-100494,B-97225,Mortgage,2023-12-30,2053-07-25,49768.67,32520.22,0.1346,360,OR,Medical Expenses,A,20 years,100k-150k,Default,128,Delta Financial,2026-05-05,2024-04-08,Pending,Legacy
L-100495,B-48138,Auto,2019-04-02,2022-03-17,173417.74,99500.23,0.0526,36,DE,Medical Expenses,C,4 years,100k-150k,Default,178,Alpha Servicing,2020-03-15,2024-01-19,Missing,Manual
